CASE_KEY,has_violation,first_violation_between
15799391,False,
15799392,True,Confirm sale -> Start production
15799393,False,
15799991,False,
15799992,True,Confirm sale -> Start production
15799993,False,
15799091,True,Start production -> Finished production
15799891,False,
15799892,False,
15790591,False,
15790191,False,
15790691,False,
15790091,True,Confirm sale -> Start production
15790891,False,
15790892,False,
15790893,False,
15790894,False,
15790291,True,Confirm sale -> Start production
15790292,False,
15790293,True,Start production -> Finished production
15790491,False,
15798591,True,Finished production -> Load shipment
15798691,True,Confirm sale -> Start production
15794091,False,
15794891,False,
15794491,True,Confirm sale -> Start production
15705591,True,Confirm sale -> Start production
15705791,False,
15705792,False,
15701091,False,
15701291,False,
15706591,False,
15706191,False,
15706691,False,
15706791,False,
15707191,False,
15707691,False,
15707692,False,
15707791,True,Confirm sale -> Start production
15707792,False,
15707793,True,Start production -> Finished production
15707794,True,Confirm sale -> Start production
15707391,True,Confirm sale -> Start production
15707392,False,
15707393,True,Finished production -> Load shipment
15707394,True,Confirm sale -> Start production
15707991,True,Finished production -> Load shipment
15707992,True,Confirm sale -> Start production
15707091,False,
15707092,True,Confirm sale -> Start production
15709691,False,
15709391,False,
15700791,True,Confirm sale -> Start production
15700391,True,Confirm sale -> Start production
15700991,True,Confirm sale -> Start production
15700091,False,
15700891,False,
15700291,False,
15700292,True,Confirm sale -> Start production
15700491,False,
15700492,False,
15708591,False,
15708592,False,
15708191,False,
15708192,False,
15708193,True,Confirm sale -> Start production
15708691,False,
15708692,False,
15708693,False,
15708694,False,
15708791,False,
15708891,False,
15708491,True,Finished production -> Load shipment
15702591,True,Finished production -> Load shipment
15702191,False,
15702193,False,
15702691,False,
15702692,False,
15702693,False,
15702694,False,
15702695,False,
15702791,True,Confirm sale -> Start production
15702793,True,Confirm sale -> Start production
15702391,True,Finished production -> Load shipment
15702091,True,Confirm sale -> Start production
15702092,False,
15702093,True,Confirm sale -> Start production
15702891,True,Confirm sale -> Start production
15702892,True,Confirm sale -> Start production
15702291,True,Start production -> Finished production
15702491,True,Order received -> Confirm sale
15702493,False,
15702494,False,
15704191,False,
15704192,False,
15704193,False,
15704194,False,
15704195,True,Confirm sale -> Start production
15704196,False,
15785591,False,
15785691,False,
15785791,False,
15785991,True,Confirm sale -> Start production
15785891,False,
15785491,False,
15781591,True,Finished production -> Load shipment
15781691,True,Confirm sale -> Start production
15781391,True,Confirm sale -> Start production
15781991,False,
15781291,True,Confirm sale -> Start production
15781491,False,
15786191,False,
15786192,True,Confirm sale -> Start production
15786691,True,Finished production -> Load shipment
15786692,True,Confirm sale -> Start production
15786091,True,Confirm sale -> Start production
15786891,True,Confirm sale -> Start production
15786291,True,Confirm sale -> Start production
15786491,True,Finished production -> Load shipment
15787591,True,Finished production -> Load shipment
15787592,True,Finished production -> Load shipment
15787191,False,
15787691,False,
15787692,False,
15787693,False,
15787694,True,Finished production -> Load shipment
15787791,True,Finished production -> Load shipment
15787792,True,Finished production -> Load shipment
15787793,False,
15787794,True,Finished production -> Load shipment
15787391,True,Confirm sale -> Start production
15787392,True,Finished production -> Load shipment
15787393,False,
15787394,True,Confirm sale -> Start production
15787991,True,Confirm sale -> Start production
15787992,False,
15787993,False,
15787994,False,
15787091,False,
15787092,True,Finished production -> Load shipment
15787891,True,Confirm sale -> Start production
15787892,True,Confirm sale -> Start production
15787893,False,
15787894,True,Confirm sale -> Start production
15783591,False,
15783592,False,
15783792,False,
15783793,False,
15783794,False,
15783795,False,
15783991,True,Confirm sale -> Start production
15783992,True,Confirm sale -> Start production
15783993,True,Confirm sale -> Start production
15783891,False,
15783892,True,Confirm sale -> Start production
15783893,True,Confirm sale -> Start production
15783291,False,
15789591,False,
15789592,False,
15789593,True,Finished production -> Load shipment
15789191,False,
15789691,True,Finished production -> Load shipment
15789791,False,
15789391,False,
15789392,True,Confirm sale -> Start production
15789394,False,
15789395,False,
15789991,False,
15789091,False,
15789891,True,Start production -> Finished production
15789291,False,
15789491,True,Confirm sale -> Start production
15780591,True,Confirm sale -> Start production
15780191,False,
15780691,False,
15780791,False,
15780391,True,Finished production -> Load shipment
15780991,False,
15780091,False,
15780891,False,
15780491,False,
15780492,False,
15788591,False,
15788391,False,
15788991,False,
15788091,True,Order received -> Confirm sale
15788092,True,Confirm sale -> Start production
15784791,False,
15784391,False,
15784991,False,
15784891,True,Finished production -> Load shipment
15784291,False,
15784292,False,
15784491,False,
15784492,False,
15725591,False,
15725691,False,
15725391,True,Confirm sale -> Start production
15725392,False,
15725393,False,
15725394,True,Confirm sale -> Start production
15721191,True,Confirm sale -> Start production
15721691,False,
15721692,False,
15721791,True,Finished production -> Load shipment
15721792,False,
15721391,True,Finished production -> Load shipment
15721392,False,
15726191,False,
15726691,False,
15726791,False,
15726792,False,
15726793,False,
15726391,False,
15726392,False,
15726393,False,
15726394,False,
15726395,False,
15726991,False,
15726992,False,
15726891,True,Confirm sale -> Start production
15726892,False,
15726291,True,Confirm sale -> Start production
15726292,False,
15726293,False,
15726491,False,
15727592,False,
15727191,False,
15727691,False,
15727693,False,
15727791,False,
157277910,False,
15727792,False,
15727793,False,
15727794,False,
15727795,False,
15727796,False,
15727797,False,
15727798,False,
15727799,False,
15727391,False,
157273910,False,
15727392,False,
15727393,False,
15727394,False,
15727395,False,
15727396,False,
15727397,False,
15727398,False,
15727399,False,
15727292,False,
15723591,False,
15723592,False,
15723593,False,
15723191,False,
15723691,False,
15723692,True,Confirm sale -> Start production
15723391,False,
15723392,False,
15723393,False,
15723394,False,
15723991,True,Confirm sale -> Start production
15723992,True,Confirm sale -> Start production
15723993,True,Finished production -> Load shipment
15723994,False,
15723995,True,Finished production -> Load shipment
15723996,True,Finished production -> Load shipment
15723997,False,
15723091,False,
15723891,False,
157238910,True,Confirm sale -> Start production
157238911,True,Confirm sale -> Start production
15723892,True,Confirm sale -> Start production
15723893,True,Finished production -> Load shipment
15723894,True,Confirm sale -> Start production
15723895,False,
15723896,True,Confirm sale -> Start production
15723897,False,
15723898,True,Confirm sale -> Start production
15723899,True,Finished production -> Load shipment
15723291,False,
15723292,True,Confirm sale -> Start production
15723293,False,
15723294,False,
15723491,False,
15729591,False,
15729191,False,
15729791,False,
15729792,False,
15729391,True,Confirm sale -> Start production
15729991,False,
15729091,False,
15729291,False,
15729292,False,
15720591,False,
15720191,False,
15728791,False,
15728391,False,
15728991,False,
15728091,False,
15728891,False,
15728892,False,
15728291,True,Confirm sale -> Start production
15728491,True,Confirm sale -> Start production
15722591,True,Finished production -> Load shipment
15722191,False,
15722691,False,
15722791,False,
15722391,False,
15722891,False,
15722291,False,
15722292,False,
15722293,True,Confirm sale -> Start production
15722491,True,Start production -> Finished production
15724591,True,Finished production -> Load shipment
15724191,False,
15724691,True,Confirm sale -> Start production
15724791,False,
15724392,True,Finished production -> Load shipment
15724393,True,Finished production -> Load shipment
15724991,False,
15724891,True,Finished production -> Load shipment
15724291,True,Confirm sale -> Start production
15745591,False,
15745592,False,
15745191,False,
15745192,False,
15745691,False,
15745692,False,
15745791,False,
15745991,False,
15745992,False,
15745891,False,
15745892,False,
15745291,False,
15745292,False,
15741591,True,Start production -> Finished production
15741592,True,Start production -> Finished production
15741691,True,Confirm sale -> Start production
15741791,True,Confirm sale -> Start production
15741091,True,Confirm sale -> Start production
15741891,True,Confirm sale -> Start production
15741491,True,Confirm sale -> Start production
15746591,True,Confirm sale -> Start production
15746191,True,Confirm sale -> Start production
15746691,True,Confirm sale -> Start production
15746791,True,Confirm sale -> Start production
15746391,True,Confirm sale -> Start production
15746991,True,Confirm sale -> Start production
15746091,True,Confirm sale -> Start production
15746891,True,Confirm sale -> Start production
15746491,True,Confirm sale -> Start production
15747591,True,Confirm sale -> Start production
15747191,True,Confirm sale -> Start production
15747691,True,Confirm sale -> Start production
15747791,True,Finished production -> Load shipment
15747391,True,Confirm sale -> Start production
15747991,True,Confirm sale -> Start production
15747091,True,Confirm sale -> Start production
15747891,True,Confirm sale -> Start production
15747291,True,Confirm sale -> Start production
15747491,True,Confirm sale -> Start production
15743591,True,Confirm sale -> Start production
15743191,True,Confirm sale -> Start production
15743691,True,Confirm sale -> Start production
15743791,True,Confirm sale -> Start production
15743391,True,Confirm sale -> Start production
15743991,True,Confirm sale -> Start production
15743091,True,Confirm sale -> Start production
15743891,True,Confirm sale -> Start production
15743291,True,Confirm sale -> Start production
15743491,True,Confirm sale -> Start production
15749591,True,Confirm sale -> Start production
15749191,True,Confirm sale -> Start production
15749691,True,Confirm sale -> Start production
15749791,True,Confirm sale -> Start production
15749391,True,Confirm sale -> Start production
15749991,True,Confirm sale -> Start production
15749091,True,Confirm sale -> Start production
15749891,True,Confirm sale -> Start production
15749291,False,
15749491,False,
15740591,False,
15740191,True,Confirm sale -> Start production
15740691,False,
15740791,True,Confirm sale -> Start production
15740391,True,Confirm sale -> Start production
15740891,True,Confirm sale -> Start production
15740291,True,Confirm sale -> Start production
15740491,False,
15748591,False,
15748191,True,Confirm sale -> Start production
15748691,True,Confirm sale -> Start production
15748791,True,Confirm sale -> Start production
15748391,True,Confirm sale -> Start production
15748991,True,Confirm sale -> Start production
15748091,True,Confirm sale -> Start production
15748891,True,Confirm sale -> Start production
15748291,True,Confirm sale -> Start production
15748491,True,Confirm sale -> Start production
15742591,True,Confirm sale -> Start production
15742191,True,Confirm sale -> Start production
15742691,True,Confirm sale -> Start production
15742791,True,Confirm sale -> Start production
15742391,True,Confirm sale -> Start production
15742392,True,Confirm sale -> Start production
15742991,False,
15742091,True,Confirm sale -> Start production
15742092,True,Confirm sale -> Start production
15742093,True,Confirm sale -> Start production
15742094,False,
15742891,False,
15742892,True,Confirm sale -> Start production
15742893,False,
15744591,False,
15744191,True,Confirm sale -> Start production
157441910,True,Confirm sale -> Start production
157441911,False,
157441912,True,Confirm sale -> Start production
157441913,True,Confirm sale -> Start production
15744193,True,Confirm sale -> Start production
15744195,True,Confirm sale -> Start production
15744196,True,Confirm sale -> Start production
15744198,True,Confirm sale -> Start production
15744199,True,Confirm sale -> Start production
15744691,True,Confirm sale -> Start production
15744692,True,Confirm sale -> Start production
15744693,True,Finished production -> Load shipment
15744695,True,Confirm sale -> Start production
15744791,False,
15744391,False,
15744392,False,
15744393,False,
15744394,False,
15744395,False,
15744091,False,
15744891,True,Finished production -> Load shipment
15744892,False,
15744893,True,Finished production -> Load shipment
15744894,True,Finished production -> Load shipment
15744292,True,Confirm sale -> Start production
15744293,True,Confirm sale -> Start production
15744294,True,Confirm sale -> Start production
15744295,True,Confirm sale -> Start production
15744296,True,Confirm sale -> Start production
15355191,False,
15355192,False,
15355193,False,
15355194,False,
15355195,False,
15355196,False,
15355691,False,
15355692,False,
15355791,True,Order received -> Confirm sale
15355792,True,Confirm sale -> Start production
15355793,True,Confirm sale -> Start production
15355794,True,Confirm sale -> Start production
15355795,False,
15355391,True,Confirm sale -> Start production
15355991,False,
15355091,True,Confirm sale -> Start production
15355891,True,Confirm sale -> Start production
15355291,True,Confirm sale -> Start production
15355491,True,Confirm sale -> Start production
15355492,True,Finished production -> Load shipment
15351591,False,
15351191,False,
15351691,True,Finished production -> Load shipment
153516910,False,
153516911,True,Confirm sale -> Start production
153516912,True,Finished production -> Load shipment
153516913,True,Confirm sale -> Start production
153516914,True,Confirm sale -> Start production
153516915,True,Confirm sale -> Start production
153516916,True,Finished production -> Load shipment
15351692,True,Confirm sale -> Start production
15351693,True,Finished production -> Load shipment
15351694,True,Finished production -> Load shipment
15351695,False,
15351696,True,Confirm sale -> Start production
15351697,False,
15351698,False,
15351699,False,
15351391,False,
15351991,True,Confirm sale -> Start production
153519910,True,Confirm sale -> Start production
153519911,True,Confirm sale -> Start production
153519912,False,
153519913,True,Confirm sale -> Start production
153519914,True,Finished production -> Load shipment
153519915,True,Confirm sale -> Start production
15351992,True,Confirm sale -> Start production
15351993,True,Confirm sale -> Start production
15351994,True,Confirm sale -> Start production
15351995,False,
15351996,True,Confirm sale -> Start production
15351997,True,Confirm sale -> Start production
15351998,False,
15351999,True,Confirm sale -> Start production
15351091,True,Confirm sale -> Start production
15351092,True,Confirm sale -> Start production
15351291,True,Finished production -> Load shipment
15351491,False,
15351492,False,
15356591,True,Confirm sale -> Start production
15356191,True,Confirm sale -> Start production
15356691,True,Confirm sale -> Start production
15356391,True,Confirm sale -> Start production
15356991,True,Confirm sale -> Start production
15356091,True,Confirm sale -> Start production
15356891,False,
15356291,False,
15356491,False,
15357591,False,
15357592,True,Confirm sale -> Start production
15357191,False,
15357791,True,Finished production -> Load shipment
15357391,False,
15357392,False,
15357991,False,
15357992,True,Confirm sale -> Start production
15357091,False,
15357092,True,Confirm sale -> Start production
15357891,False,
15357892,False,
15357291,True,Confirm sale -> Start production
15357292,False,
15353191,False,
15353192,False,
15353291,False,
15353292,False,
15353491,False,
15353492,False,
15353493,False,
15353494,True,Finished production -> Load shipment
15359591,False,
15359592,False,
15359593,False,
15359594,False,
15359191,False,
15359192,False,
15359193,False,
15359194,False,
15359691,False,
15359692,False,
15359693,False,
15359694,False,
15359791,True,Confirm sale -> Start production
15359792,False,
15359793,False,
15359794,False,
15359391,True,Confirm sale -> Start production
15359392,False,
15359393,False,
15359394,True,Finished production -> Load shipment
15359091,False,
15359092,True,Confirm sale -> Start production
15359891,False,
15359892,False,
15359491,False,
15359492,False,
15350591,False,
15350191,False,
15350192,False,
15350691,False,
15350791,False,
15350391,False,
15350091,True,Confirm sale -> Start production
15350891,True,Confirm sale -> Start production
15350291,False,
15350491,False,
15358591,False,
15358191,True,Finished production -> Load shipment
15358192,True,Finished production -> Load shipment
15358691,True,Finished production -> Load shipment
15358692,True,Finished production -> Load shipment
15358693,True,Finished production -> Load shipment
15358694,False,
15358791,False,
15358792,False,
15358391,True,Confirm sale -> Start production
15358392,True,Confirm sale -> Start production
15358991,True,Confirm sale -> Start production
15358992,True,Confirm sale -> Start production
15358291,True,Confirm sale -> Start production
15358491,False,
15352791,True,Confirm sale -> Start production
15352391,True,Finished production -> Load shipment
15352991,False,
15352091,True,Confirm sale -> Start production
15352891,False,
15354591,True,Confirm sale -> Start production
15354191,True,Confirm sale -> Start production
15354691,True,Confirm sale -> Start production
15354791,True,Confirm sale -> Start production
15354391,False,
15354392,True,Confirm sale -> Start production
15354393,False,
15354991,False,
15354091,True,Confirm sale -> Start production
15354891,False,
15354291,False,
15354491,False,
15315191,False,
15315691,True,Confirm sale -> Start production
15315791,True,Confirm sale -> Start production
15315391,True,Confirm sale -> Start production
15315991,False,
15315091,False,
15315891,False,
15315892,True,Finished production -> Load shipment
15315291,True,Finished production -> Load shipment
15315292,True,Confirm sale -> Start production
15315491,True,Confirm sale -> Start production
15311591,False,
15311191,True,Finished production -> Load shipment
15311192,True,Finished production -> Load shipment
15311691,True,Finished production -> Load shipment
15311791,True,Confirm sale -> Start production
15311991,True,Finished production -> Load shipment
15311091,False,
15311891,True,Finished production -> Load shipment
15311892,True,Finished production -> Load shipment
15311893,False,
15311894,False,
15311291,False,
15311292,False,
15311293,False,
15311294,True,Start production -> Finished production
15311295,False,
15311491,True,Start production -> Finished production
15311492,False,
15316591,False,
15316592,False,
15316593,False,
15316594,False,
15316191,False,
15316192,False,
15316691,False,
15316692,False,
15316791,False,
15316793,False,
15316391,False,
15316392,False,
15316991,False,
15316091,True,Finished production -> Load shipment
15316891,True,Confirm sale -> Start production
15316892,True,Confirm sale -> Start production
15316893,True,Confirm sale -> Start production
15316894,True,Confirm sale -> Start production
15316291,True,Confirm sale -> Start production
15316491,False,
15317591,False,
15317191,False,
15317691,True,Confirm sale -> Start production
15317791,True,Confirm sale -> Start production
15317391,True,Confirm sale -> Start production
15317991,True,Confirm sale -> Start production
15317091,True,Confirm sale -> Start production
15317891,True,Confirm sale -> Start production
15317291,True,Confirm sale -> Start production
15317491,True,Confirm sale -> Start production
15313591,False,
15313191,False,
15313192,False,
15313691,False,
15313791,False,
15313391,False,
15313991,True,Confirm sale -> Start production
15313091,True,Confirm sale -> Start production
15313291,True,Confirm sale -> Start production
15313491,False,
15313492,False,
15319191,False,
15319192,False,
15319193,False,
15319691,True,Finished production -> Load shipment
15319692,True,Finished production -> Load shipment
15319791,True,Finished production -> Load shipment
15319391,False,
15319392,False,
15319991,False,
15319992,False,
15319091,True,Confirm sale -> Start production
15319891,True,Confirm sale -> Start production
15319291,True,Confirm sale -> Start production
15319491,True,Confirm sale -> Start production
15310591,True,Confirm sale -> Start production
15310191,True,Confirm sale -> Start production
15310691,True,Confirm sale -> Start production
15310791,False,
15310792,False,
15310991,True,Confirm sale -> Start production
15310091,True,Confirm sale -> Start production
15310291,True,Start production -> Finished production
15310292,True,Finished production -> Load shipment
15310491,True,Finished production -> Load shipment
15318591,False,
15318592,False,
15318593,False,
15318594,False,
15318595,True,Finished production -> Load shipment
15318596,True,Finished production -> Load shipment
15318597,True,Finished production -> Load shipment
15318598,False,
15318599,False,
15318191,True,Confirm sale -> Start production
15318691,True,Confirm sale -> Start production
15318791,True,Confirm sale -> Start production
15318391,True,Confirm sale -> Start production
15318991,True,Confirm sale -> Start production
15318091,True,Confirm sale -> Start production
15318891,True,Confirm sale -> Start production
15318291,True,Confirm sale -> Start production
15318491,True,Confirm sale -> Start production
15312591,True,Confirm sale -> Start production
15312191,True,Confirm sale -> Start production
15312692,False,
15312791,True,Confirm sale -> Start production
15312792,False,
15312391,True,Finished production -> Load shipment
153123910,True,Confirm sale -> Start production
153123911,True,Confirm sale -> Start production
153123912,False,
153123913,True,Confirm sale -> Start production
15312392,True,Confirm sale -> Start production
15312393,True,Confirm sale -> Start production
15312394,False,
15312395,True,Confirm sale -> Start production
15312396,False,
15312397,True,Confirm sale -> Start production
15312398,False,
15312399,True,Confirm sale -> Start production
15312991,False,
15312091,True,Confirm sale -> Start production
15312891,True,Confirm sale -> Start production
15312291,True,Confirm sale -> Start production
15312491,True,Confirm sale -> Start production
15314591,True,Confirm sale -> Start production
15314191,True,Confirm sale -> Start production
15314691,True,Confirm sale -> Start production
15314791,True,Confirm sale -> Start production
15314391,True,Confirm sale -> Start production
15314991,True,Finished production -> Load shipment
15314992,False,
15314091,True,Confirm sale -> Start production
15314092,True,Confirm sale -> Start production
15314891,False,
15314892,True,Finished production -> Load shipment
15314291,False,
15314491,False,
15365591,False,
15365191,True,Confirm sale -> Start production
15365691,False,
15365791,True,Finished production -> Load shipment
15365391,False,
15365392,False,
15365991,False,
15365992,False,
15365091,False,
15365092,False,
15365891,False,
15365291,True,Confirm sale -> Start production
15365491,True,Confirm sale -> Start production
15361591,True,Confirm sale -> Start production
15361191,True,Confirm sale -> Start production
15361691,True,Confirm sale -> Start production
15361791,True,Confirm sale -> Start production
15361391,True,Confirm sale -> Start production
15361991,True,Confirm sale -> Start production
15361091,True,Confirm sale -> Start production
15361891,True,Confirm sale -> Start production
15361291,True,Confirm sale -> Start production
15361491,True,Confirm sale -> Start production
15366591,True,Confirm sale -> Start production
15366191,True,Confirm sale -> Start production
15366691,True,Confirm sale -> Start production
15366791,True,Confirm sale -> Start production
15366391,True,Confirm sale -> Start production
15366991,True,Confirm sale -> Start production
15366091,True,Finished production -> Load shipment
15366891,True,Confirm sale -> Start production
15366291,True,Confirm sale -> Start production
15366491,True,Confirm sale -> Start production
15367591,True,Confirm sale -> Start production
15367191,True,Confirm sale -> Start production
15367691,True,Confirm sale -> Start production
15367791,True,Confirm sale -> Start production
15367391,True,Finished production -> Load shipment
15367991,True,Confirm sale -> Start production
15367091,True,Confirm sale -> Start production
15367891,True,Finished production -> Load shipment
15367291,True,Confirm sale -> Start production
15367491,True,Confirm sale -> Start production
15363591,True,Confirm sale -> Start production
15363191,True,Confirm sale -> Start production
15363691,True,Confirm sale -> Start production
15363791,True,Confirm sale -> Start production
15363391,True,Confirm sale -> Start production
15363991,True,Confirm sale -> Start production
15363091,True,Confirm sale -> Start production
15363891,False,
15363291,True,Confirm sale -> Start production
15363491,False,
15369591,False,
15369191,False,
15369691,True,Confirm sale -> Start production
15369791,True,Confirm sale -> Start production
15369391,True,Confirm sale -> Start production
15369991,True,Confirm sale -> Start production
15369091,True,Confirm sale -> Start production
15369891,True,Confirm sale -> Start production
15369291,True,Confirm sale -> Start production
15369491,True,Confirm sale -> Start production
15360591,True,Confirm sale -> Start production
15360191,True,Confirm sale -> Start production
15360691,True,Confirm sale -> Start production
15360791,True,Confirm sale -> Start production
15360391,True,Confirm sale -> Start production
15360991,True,Confirm sale -> Start production
15360091,True,Confirm sale -> Start production
15360891,True,Confirm sale -> Start production
15360291,True,Confirm sale -> Start production
15360491,False,
15368591,False,
15368191,True,Finished production -> Load shipment
15368691,True,Confirm sale -> Start production
15368791,True,Confirm sale -> Start production
15368391,True,Confirm sale -> Start production
15368991,True,Confirm sale -> Start production
15368091,True,Confirm sale -> Start production
15368891,True,Confirm sale -> Start production
15368291,True,Confirm sale -> Start production
15368491,True,Confirm sale -> Start production
15362591,True,Confirm sale -> Start production
15362191,True,Confirm sale -> Start production
15362691,True,Confirm sale -> Start production
15362791,True,Confirm sale -> Start production
15362391,True,Confirm sale -> Start production
15362991,True,Confirm sale -> Start production
15362091,True,Confirm sale -> Start production
15362891,False,
15362291,False,
15362491,False,
15364591,True,Confirm sale -> Start production
15364191,True,Confirm sale -> Start production
15364691,True,Confirm sale -> Start production
15364791,True,Confirm sale -> Start production
15364391,True,Confirm sale -> Start production
15364991,True,Confirm sale -> Start production
15364091,True,Confirm sale -> Start production
15364891,True,Confirm sale -> Start production
15364291,True,Confirm sale -> Start production
15364491,False,
15375591,True,Finished production -> Load shipment
15375592,True,Finished production -> Load shipment
15375593,True,Finished production -> Load shipment
15375594,True,Confirm sale -> Start production
15375191,True,Finished production -> Load shipment
15375192,True,Finished production -> Load shipment
15375193,True,Finished production -> Load shipment
15375691,True,Confirm sale -> Start production
15375692,False,
15375693,False,
15375791,True,Confirm sale -> Start production
15375391,True,Confirm sale -> Start production
15375392,True,Confirm sale -> Start production
15375393,True,Confirm sale -> Start production
15375991,True,Confirm sale -> Start production
15375091,False,
15375891,False,
15375291,False,
15375292,False,
15375491,False,
15371591,False,
15371592,False,
15371191,False,
15371691,True,Confirm sale -> Start production
15371692,False,
15371791,False,
15371792,False,
15371391,True,Confirm sale -> Start production
15371392,True,Finished production -> Load shipment
15371991,False,
15371891,False,
15371491,True,Confirm sale -> Start production
15376591,False,
15376191,False,
15376691,False,
15376791,True,Confirm sale -> Start production
15376391,False,
15376991,True,Confirm sale -> Start production
15376992,True,Confirm sale -> Start production
15376993,True,Confirm sale -> Start production
15376091,False,
15376092,True,Confirm sale -> Start production
15376093,True,Confirm sale -> Start production
15376891,False,
15376291,False,
15376491,True,Confirm sale -> Start production
15377591,True,Confirm sale -> Start production
15377691,True,Confirm sale -> Start production
15377791,True,Finished production -> Load shipment
