FLAG_REASON,CASE_KEY,DELIVERY_COMPANY,PRODUCT_TYPE,FACTORY,ORDERED_QUANTITY,DELIVERED_QUANTITY,MIN_ORDER_TOLERANCE,MAX_ORDER_TOLERANCE,CUST_MARKET,CUST_ID,CUST_NAME,CUST_ADDR_CODE,DAYS_TO_DEL_DEADLINE,ORDER_TOLERANCE_MET,ORDER_DATE_MET,X_CEL_O2C_CASES.SAL_ORD_POS_QUAN,DELIVERED_QUANTITY_UNIT,WAREHOUSE_TYPE,DELIVERED_DATE,PROMISED_DATE,CUST_COUNTRY,ORDER_VALUE,UNIT_PRICE,TOL_LOWER,TOL_UPPER,IS_TOL_VIOLATION,OUTSIDE_TOL_QTY,DELTA_DAYS,IS_LATE,IS_OTIF_FAIL,VALUE_REL_ERR
VALUE_REL_ERR>0.10,15099391,UPS,Crates,Aachen,10111.0,10168.0,-20.0,20.0,Retail,35955,Pietsch AG,1,0,0,1,807,kg,Non-automated,2018-06-21 00:00:01,2018-06-21 00:00:01,DE,4062.04,5.03,8088.8,12133.199999999999,False,0.0,0,False,False,0.9205780267255632
VALUE_REL_ERR>0.10,63287891,UPS,Crates,Essen,99790.0,101550.0,0.0,5.0,Transportation,01653,Schweizer,1,-4,0,1,10465,kg,Non-automated,2018-08-06 00:00:01,2018-08-02 00:00:01,US,40888.165,4.74,99790.0,104779.5,False,0.0,4,True,True,0.9150547006629314
VALUE_REL_ERR>0.10,63472092,UPS,Crates,Essen,27200.0,26900.0,-5.0,5.0,Transportation,01653,Schweizer,1,21,0,0,2700,kg,Non-automated,2018-10-22 00:00:01,2018-11-12 00:00:01,US,11041.182,4.74,25840.0,28560.0,False,0.0,-21,False,False,0.9134065691026304
VALUE_REL_ERR>0.10,69157191,UPS,Pallets,Essen,11012.0,11011.0,-30.0,30.0,Transportation,95005,Herzog,13,-4,1,1,1012,kg,Non-automated,2019-07-16 00:00:01,2019-07-12 00:00:01,DE,1624.4,1.61,7708.4,14315.6,False,0.0,4,True,True,0.9083694397076667
VALUE_REL_ERR>0.10,63297395,UPS,Crates,Essen,21400.0,21820.0,-5.0,5.0,Transportation,01653,Schweizer,1,-11,0,1,2475,kg,Non-automated,2018-06-25 00:00:01,2018-06-14 00:00:01,US,9740.191,4.85,20330.0,22470.0,False,0.0,11,True,True,0.9079611913783816
VALUE_REL_ERR>0.10,69566291,DHL,Crates,Essen,99790.0,102080.0,0.0,5.0,Transportation,01653,Schweizer,1,5,0,0,10795,kg,Non-automated,2019-03-13 00:00:01,2019-03-18 00:00:01,US,42539.334,4.5,99790.0,104779.5,False,0.0,-5,False,False,0.9073943443051201
VALUE_REL_ERR>0.10,11586391,UPS,Crates,Aachen,16000.0,15129.0,-5.0,5.0,Construction,80255,Noll,6,-13,0,1,1435,kg,Non-automated,2019-07-21 00:00:01,2019-07-08 00:00:01,JP,8165.15,5.69,15200.0,16800.0,True,71.0,13,True,True,0.9051490514905149
VALUE_REL_ERR>0.10,63237591,UPS,Crates,Essen,60000.0,56425.0,0.0,30.0,Transportation,02872,Meyer,3,13,0,0,5385,kg,Non-automated,2018-05-24 00:00:01,2018-06-06 00:00:01,AT,18405.93,3.42,60000.0,78000.0,True,3575.0,-13,False,True,0.9046193907453615
VALUE_REL_ERR>0.10,63232494,UPS,Crates,Essen,24015.0,25125.0,0.0,70.0,Transportation,01615,Götz,1,0,0,1,2425,kg,Non-automated,2018-05-15 00:00:01,2018-05-15 00:00:01,DE,7808.5,3.22,24015.0,40825.5,False,0.0,0,False,False,0.9034825870646767
VALUE_REL_ERR>0.10,69522992,DHL,Crates,Essen,36400.0,36885.0,-5.0,5.0,Transportation,01653,Schweizer,1,4,0,0,4125,kg,Non-automated,2019-07-12 00:00:01,2019-07-16 00:00:01,US,17291.729,4.67,34580.0,38220.0,False,0.0,-4,False,False,0.8996143230057889
VALUE_REL_ERR>0.10,63227397,UPS,Crates,Essen,17227.0,17130.0,0.0,70.0,Transportation,01615,Götz,1,21,0,0,1735,kg,Non-automated,2018-08-10 00:00:01,2018-08-31 00:00:01,DE,11451.0,6.6,17227.0,29285.899999999998,True,97.0,-21,False,True,0.8987157034442499
VALUE_REL_ERR>0.10,63216193,UPS,Crates,Essen,30000.0,28225.0,-10.0,30.0,Transportation,02872,Meyer,3,69,0,0,2895,kg,Non-automated,2018-03-22 00:00:01,2018-05-30 00:00:01,AT,9961.7,3.44,27000.0,39000.0,False,0.0,-69,False,False,0.8974014872185717
VALUE_REL_ERR>0.10,15371191,UPS,Crates,Essen,7535.0,7905.0,-20.0,20.0,Retail,38955,Adam KG,1,28,0,0,835,kg,Non-automated,2018-03-21 00:00:01,2018-04-18 00:00:01,SE,5318.95,6.37,6028.0,9042.0,False,0.0,-28,False,False,0.894370651486401
VALUE_REL_ERR>0.10,63287092,FedEx,Crates,Essen,83966.0,113550.0,0.0,5.0,Transportation,8373,Arnold,7,10,0,0,12020,kg,Non-automated,2018-09-21 00:00:01,2018-10-01 00:00:01,TU,39666.0,3.3,83966.0,88164.3,True,25385.699999999997,-10,False,True,0.894143549097314
VALUE_REL_ERR>0.10,63493693,UPS,Crates,Essen,20000.0,21855.0,-5.0,5.0,Transportation,01653,Schweizer,1,-4,0,1,2785,kg,Non-automated,2018-12-30 00:00:01,2018-12-26 00:00:01,US,12625.776,5.27,19000.0,21000.0,True,855.0,4,True,True,0.8903782694028306
VALUE_REL_ERR>0.10,69154194,DHL,Crates,Essen,34800.0,34800.0,0.0,5.0,Transportation,01653,Schweizer,1,6,1,0,4425,kg,Non-automated,2019-07-31 00:00:01,2019-08-06 00:00:01,US,17059.497,4.32,34800.0,36540.0,False,0.0,-6,False,False,0.8865242057790549
VALUE_REL_ERR>0.10,11682592,UPS,Crates,Aachen,15000.0,16146.0,0.0,10.0,Construction,80255,Noll,20,10,0,0,1833,kg,Non-automated,2019-10-14 00:00:01,2019-10-24 00:00:01,JP,8780.07,4.79,15000.0,16500.0,False,0.0,-10,False,False,0.8864734299516908
VALUE_REL_ERR>0.10,69502792,DHL,Crates,Essen,18200.0,18580.0,-5.0,5.0,Transportation,01653,Schweizer,1,1,0,0,2385,kg,Non-automated,2019-05-24 00:00:01,2019-05-25 00:00:01,US,10122.797,4.76,17290.0,19110.0,False,0.0,-1,False,False,0.8855415486969814
VALUE_REL_ERR>0.10,69153292,UPS,Crates,Essen,15000.0,13220.0,-5.0,5.0,Transportation,02872,Meyer,3,0,0,1,1520,kg,Non-automated,2019-08-20 00:00:01,2019-08-20 00:00:01,AT,4940.0,3.25,14250.0,15750.0,True,1030.0,0,False,True,0.8850226928895613
VALUE_REL_ERR>0.10,63240691,DHL,Crates,Essen,20589.0,20675.0,-5.0,5.0,Transportation,80880,Glaser Pfeiffer AG & Co. OHG,3,0,0,1,2395,kg,Non-automated,2018-07-26 00:00:01,2018-07-26 00:00:01,CN,11759.45,4.91,19559.55,21618.45,False,0.0,0,False,False,0.8841596130592503
VALUE_REL_ERR>0.10,69522991,DHL,Crates,Essen,90000.0,87265.0,0.0,5.0,Transportation,01653,Schweizer,1,3,0,0,11870,kg,Non-automated,2019-06-25 00:00:01,2019-06-28 00:00:01,US,46941.763,4.41,90000.0,94500.0,True,2735.0,-3,False,True,0.8780222230797246
VALUE_REL_ERR>0.10,69522994,DHL,Crates,Essen,99800.0,103483.0,0.0,5.0,Transportation,01653,Schweizer,1,4,0,0,14265,kg,Non-automated,2019-07-05 00:00:01,2019-07-09 00:00:01,US,56413.153,4.41,99800.0,104790.0,False,0.0,-4,False,False,0.8763845444571472
VALUE_REL_ERR>0.10,11513292,DHL,Crates,Essen,1500.0,1450.0,-10.0,10.0,Retail,46309,Wenzel AG & Co. KG,5,12,0,0,180,kg,Non-automated,2019-02-22 00:00:01,2019-03-06 00:00:01,CZ,1134.0,6.3,1350.0,1650.0000000000002,False,0.0,-12,False,False,0.8758620689655172
VALUE_REL_ERR>0.10,63841191,UPS,Crates,Essen,20000.0,21235.0,0.0,30.0,Transportation,02872,Meyer,3,13,0,0,2650,kg,Non-automated,2018-04-24 00:00:01,2018-05-07 00:00:01,AT,8710.55,3.29,20000.0,26000.0,False,0.0,-13,False,False,0.8753198216799557
VALUE_REL_ERR>0.10,69514096,DHL,Crates,Essen,18150.0,15105.0,-5.0,5.0,Transportation,01653,Schweizer,1,43,0,0,2150,kg,Non-automated,2019-04-22 00:00:01,2019-06-04 00:00:01,US,9759.869,5.18,17242.5,19057.5,True,2137.5,-43,False,True,0.8752635157501095
VALUE_REL_ERR>0.10,11199792,DHL,Crates,Essen,10000.0,10850.0,-5.0,10.0,Retail,13669,Klemm Herold AG,3,35,0,0,1375,kg,Non-automated,2019-05-24 00:00:01,2019-06-28 00:00:01,AU,6256.25,4.55,9500.0,11000.0,False,0.0,-35,False,False,0.8732718894009217
VALUE_REL_ERR>0.10,63239091,UPS,Crates,Essen,175000.0,179385.0,0.0,5.0,Transportation,86385,Nolte AG,11,-3,0,1,22800,kg,Non-automated,2018-07-16 00:00:01,2018-07-13 00:00:01,HU,104880.0,4.6,175000.0,183750.0,False,0.0,3,True,True,0.8728990718287482
VALUE_REL_ERR>0.10,15212393,UPS,Crates,Essen,2000.0,2350.0,0.0,20.0,Retail,73995,Oswald,1,0,0,1,305,kg,Non-automated,2018-10-23 00:00:01,2018-10-23 00:00:01,DE,1647.0,5.4,2000.0,2400.0,False,0.0,0,False,False,0.8702127659574468
VALUE_REL_ERR>0.10,63808094,UPS,Crates,Essen,30000.0,24510.0,-5.0,5.0,Transportation,02872,Meyer,3,0,0,1,3275,kg,Non-automated,2018-01-25 00:00:01,2018-01-25 00:00:01,AT,11436.3,3.49,28500.0,31500.0,True,3990.0,0,False,True,0.8663044964981255
VALUE_REL_ERR>0.10,69514092,DHL,Crates,Essen,100000.0,82225.0,0.0,5.0,Transportation,01653,Schweizer,1,25,0,0,12660,kg,Non-automated,2019-04-26 00:00:01,2019-05-21 00:00:01,US,49154.995,4.43,100000.0,105000.0,True,17775.0,-25,False,True,0.8650539900770542
VALUE_REL_ERR>0.10,69514095,DHL,Crates,Essen,18150.0,18525.0,-5.0,5.0,Transportation,01653,Schweizer,1,-6,0,1,2945,kg,Non-automated,2019-04-22 00:00:01,2019-04-16 00:00:01,US,12287.881,4.76,17242.5,19057.5,False,0.0,6,True,True,0.8606484423729006
VALUE_REL_ERR>0.10,63276391,UPS,Crates,Essen,100000.0,98750.0,0.0,5.0,Transportation,01653,Schweizer,1,0,0,1,17115,kg,Non-automated,2018-06-07 00:00:01,2018-06-07 00:00:01,US,62587.217,4.5,100000.0,105000.0,True,1250.0,0,False,True,0.8591567549929676
VALUE_REL_ERR>0.10,63276393,UPS,Crates,Essen,25500.0,25360.0,-5.0,5.0,Transportation,01653,Schweizer,1,-5,0,1,4465,kg,Non-automated,2018-05-15 00:00:01,2018-05-10 00:00:01,US,17528.476,4.83,24225.0,26775.0,False,0.0,5,True,True,0.8568973163260641
VALUE_REL_ERR>0.10,63408293,UPS,Crates,Essen,99800.0,102510.0,0.0,5.0,Transportation,01653,Schweizer,1,-3,0,1,17470,kg,Non-automated,2019-02-08 00:00:01,2019-02-05 00:00:01,US,69363.325,4.61,99800.0,104790.0,False,0.0,3,True,True,0.853221398854056
VALUE_REL_ERR>0.10,63425992,UPS,Crates,Essen,21021.0,21145.0,0.0,70.0,Transportation,01615,Götz,1,-4,0,1,3150,kg,Non-automated,2018-12-10 00:00:01,2018-12-06 00:00:01,DE,10489.5,3.33,21021.0,35735.7,False,0.0,4,True,True,0.8510286119650036
VALUE_REL_ERR>0.10,15454992,UPS,Crates,Aachen,10151.0,10896.0,-20.0,20.0,Retail,67655,Voigt,3,0,0,1,1659,kg,Non-automated,2018-12-05 00:00:01,2018-12-05 00:00:01,DE,10236.03,6.17,8120.8,12181.199999999999,False,0.0,0,False,False,0.8477422907488987
VALUE_REL_ERR>0.10,15007795,DHL,Crates,Essen,9000.0,9300.0,-20.0,20.0,Retail,13669,Klemm Herold AG,3,2,0,0,1420,kg,Non-automated,2018-06-20 00:00:01,2018-06-22 00:00:01,AU,8463.2,5.96,7200.0,10800.0,False,0.0,-2,False,False,0.8473118279569893
VALUE_REL_ERR>0.10,15289491,UPS,Pallets,Aachen,1586.0,1586.0,0.0,0.0,Retail,67555,Becker,1,0,1,1,244,kg,Non-automated,2018-11-12 00:00:01,2018-11-12 00:00:01,DE,1766.32,7.24,1586.0,1586.0,False,0.0,0,False,False,0.8461747472706626
VALUE_REL_ERR>0.10,63412392,UPS,Crates,Essen,99790.0,102515.0,-5.0,5.0,Transportation,01653,Schweizer,1,9,0,0,18430,kg,Non-automated,2018-10-22 00:00:01,2018-10-31 00:00:01,US,70248.06,4.45,94800.5,104779.5,False,0.0,-9,False,False,0.8460119894759166
VALUE_REL_ERR>0.10,63401094,UPS,Pallets,Essen,8501.0,8514.0,-5.0,10.0,Transportation,64695,Konrad Lorenz GmbH,1,0,0,1,1314,kg,Non-automated,2018-12-11 00:00:01,2018-12-11 00:00:01,FR,5177.16,3.94,8075.95,9351.1,False,0.0,0,False,False,0.8456659619450317
VALUE_REL_ERR>0.10,63412393,UPS,Crates,Essen,99790.0,102290.0,-5.0,5.0,Transportation,01653,Schweizer,1,5,0,0,18560,kg,Non-automated,2018-11-08 00:00:01,2018-11-13 00:00:01,US,70743.575,4.45,94800.5,104779.5,False,0.0,-5,False,False,0.8445846848736958
VALUE_REL_ERR>0.10,634222911,UPS,Crates,Essen,13910.0,13910.0,0.0,70.0,Transportation,01615,Götz,1,3,1,0,2185,kg,Non-automated,2018-11-30 00:00:01,2018-12-03 00:00:01,DE,7407.15,3.39,13910.0,23647.0,False,0.0,-3,False,False,0.8429187634795111
VALUE_REL_ERR>0.10,63297391,UPS,Crates,Essen,99790.0,100700.0,0.0,5.0,Transportation,01653,Schweizer,1,0,0,1,19585,kg,Non-automated,2018-07-12 00:00:01,2018-07-12 00:00:01,US,72871.298,4.59,99790.0,104779.5,False,0.0,0,False,False,0.8423426039509923
VALUE_REL_ERR>0.10,11532091,UPS,Crates,Essen,2000.0,2150.0,-20.0,20.0,Retail,93955,Ritter Adler GbR,1,0,0,1,340,kg,Non-automated,2019-04-02 00:00:01,2019-04-02 00:00:01,DE,2369.8,6.97,1600.0,2400.0,False,0.0,0,False,False,0.8418604651162791
VALUE_REL_ERR>0.10,63276392,UPS,Crates,Essen,100000.0,103603.0,0.0,5.0,Transportation,01653,Schweizer,1,0,0,1,20255,kg,Non-automated,2018-06-07 00:00:01,2018-06-07 00:00:01,US,74069.759,4.5,100000.0,105000.0,False,0.0,0,False,False,0.8411248086981608
VALUE_REL_ERR>0.10,63297392,UPS,Crates,Essen,99790.0,101605.0,0.0,5.0,Transportation,01653,Schweizer,1,-8,0,1,20065,kg,Non-automated,2018-07-20 00:00:01,2018-07-12 00:00:01,US,74657.271,4.59,99790.0,104779.5,False,0.0,8,True,True,0.8399173204705007
VALUE_REL_ERR>0.10,15937793,DHL,Crates,Aachen,8202.0,9328.0,-20.0,20.0,Retail,3245,Voss KG,1,-1,0,1,1494,kg,Non-automated,2018-06-27 00:00:01,2018-06-26 00:00:01,AU,11145.24,7.46,6561.6,9842.4,False,0.0,1,True,True,0.8398370497427101
VALUE_REL_ERR>0.10,69514091,DHL,Crates,Essen,100000.0,94255.0,0.0,5.0,Transportation,01653,Schweizer,1,6,0,0,17290,kg,Non-automated,2019-04-17 00:00:01,2019-04-23 00:00:01,US,67131.903,4.43,100000.0,105000.0,True,5745.0,-6,False,True,0.8392241425660397
VALUE_REL_ERR>0.10,15342992,UPS,Crates,Aachen,5000.0,5369.0,-20.0,20.0,Retail,07305,Huber AG,1,0,0,1,872,kg,Non-automated,2018-04-17 00:00:01,2018-04-17 00:00:01,DE,4848.32,5.56,4000.0,6000.0,False,0.0,0,False,False,0.8375861426708885
VALUE_REL_ERR>0.10,63824592,UPS,Crates,Essen,100000.0,101745.0,-10.0,10.0,Transportation,01653,Schweizer,1,0,0,1,19895,kg,Non-automated,2018-05-10 00:00:01,2018-05-10 00:00:01,US,73812.01,4.45,90000.0,110000.00000000001,False,0.0,0,False,False,0.8369750991269759
VALUE_REL_ERR>0.10,63216195,UPS,Crates,Essen,14000.0,14580.0,0.0,30.0,Transportation,02872,Meyer,3,0,0,1,2415,kg,Non-automated,2018-03-22 00:00:01,2018-03-22 00:00:01,AT,7851.17,3.25,14000.0,18200.0,False,0.0,0,False,False,0.8343110689036616
VALUE_REL_ERR>0.10,63824591,UPS,Crates,Essen,100000.0,102760.0,-10.0,10.0,Transportation,01653,Schweizer,1,-13,0,1,20550,kg,Non-automated,2018-04-25 00:00:01,2018-04-12 00:00:01,US,76242.121,4.45,90000.0,110000.00000000001,False,0.0,13,True,True,0.8332711084188751
VALUE_REL_ERR>0.10,63434694,UPS,Crates,Essen,99790.0,101130.0,0.0,5.0,Transportation,01653,Schweizer,1,-3,0,1,19855,kg,Non-automated,2019-02-08 00:00:01,2019-02-05 00:00:01,US,76454.137,4.48,99790.0,104779.5,False,0.0,3,True,True,0.8312503156298118
VALUE_REL_ERR>0.10,63408292,UPS,Crates,Essen,99800.0,105460.0,0.0,5.0,Transportation,01653,Schweizer,1,-3,0,1,20695,kg,Non-automated,2019-02-08 00:00:01,2019-02-05 00:00:01,US,82167.946,4.61,99800.0,104790.0,True,670.0,3,True,True,0.8309894798245719
VALUE_REL_ERR>0.10,63472994,UPS,Crates,Essen,100000.0,103805.0,0.0,5.0,Transportation,01653,Schweizer,1,3,0,0,20435,kg,Non-automated,2018-11-25 00:00:01,2018-11-28 00:00:01,US,78901.306,4.48,100000.0,105000.0,False,0.0,-3,False,False,0.8303367018860914
VALUE_REL_ERR>0.10,63276395,UPS,Crates,Essen,29500.0,29915.0,-5.0,5.0,Transportation,01653,Schweizer,1,-7,0,1,6245,kg,Non-automated,2018-05-31 00:00:01,2018-05-24 00:00:01,US,24740.201,4.87,28025.0,30975.0,False,0.0,7,True,True,0.8301814003468417
VALUE_REL_ERR>0.10,69136992,DHL,Crates,Wuppertal,99800.0,100940.0,0.0,5.0,Transportation,01653,Schweizer,1,5,0,0,19265,kg,Non-automated,2019-09-24 00:00:01,2019-09-29 00:00:01,US,74299.593,4.32,99800.0,104790.0,False,0.0,-5,False,False,0.8296118499988993
VALUE_REL_ERR>0.10,69109891,DHL,Crates,Essen,89512.0,90425.0,0.0,5.0,Transportation,01653,Schweizer,1,-26,0,1,17185,kg,Non-automated,2019-10-25 00:00:01,2019-09-29 00:00:01,US,67651.099,4.39,89512.0,93987.6,False,0.0,26,True,True,0.8295795065443303
VALUE_REL_ERR>0.10,63412091,UPS,Crates,Essen,99790.0,104635.0,-5.0,5.0,Transportation,01653,Schweizer,1,-37,0,1,20835,kg,Non-automated,2018-11-16 00:00:01,2018-10-10 00:00:01,US,79021.849,4.43,94800.5,104779.5,False,0.0,37,True,True,0.8295227298247666
VALUE_REL_ERR>0.10,15973091,UPS,Crates,Aachen,10000.0,9456.0,-10.0,10.0,Construction,80255,Noll,6,0,0,1,1622,kg,Non-automated,2018-08-08 00:00:01,2018-08-08 00:00:01,JP,8564.16,5.28,9000.0,11000.0,False,0.0,0,False,False,0.8284686971235196
VALUE_REL_ERR>0.10,63472091,UPS,Crates,Essen,27200.0,21010.0,-5.0,5.0,Transportation,01653,Schweizer,1,4,0,0,4180,kg,Non-automated,2018-11-05 00:00:01,2018-11-09 00:00:01,US,18762.981,5.2,25840.0,28560.0,True,4830.0,-4,False,True,0.8282596108080401
VALUE_REL_ERR>0.10,63412391,UPS,Crates,Essen,99790.0,100915.0,-5.0,5.0,Transportation,01653,Schweizer,1,-4,0,1,20470,kg,Non-automated,2018-10-12 00:00:01,2018-10-08 00:00:01,US,78023.749,4.45,94800.5,104779.5,False,0.0,4,True,True,0.8262554948067875
VALUE_REL_ERR>0.10,63287892,UPS,Crates,Essen,99790.0,97095.0,0.0,5.0,Transportation,01653,Schweizer,1,38,0,0,20505,kg,Non-automated,2018-08-20 00:00:01,2018-09-27 00:00:01,US,80115.794,4.74,99790.0,104779.5,True,2695.0,-38,False,True,0.8259223827722773
VALUE_REL_ERR>0.10,63408291,UPS,Crates,Essen,99800.0,100725.0,0.0,5.0,Transportation,01653,Schweizer,1,-5,0,1,20575,kg,Non-automated,2019-01-07 00:00:01,2019-01-02 00:00:01,US,81691.495,4.61,99800.0,104790.0,False,0.0,5,True,True,0.8240705104909148
VALUE_REL_ERR>0.10,63421891,UPS,Crates,Essen,27216.0,27250.0,-5.0,5.0,Transportation,01653,Schweizer,1,21,0,0,5670,kg,Non-automated,2019-01-20 00:00:01,2019-02-10 00:00:01,US,23786.324,4.78,25855.199999999997,28576.800000000003,False,0.0,-21,False,False,0.817386480365437
VALUE_REL_ERR>0.10,15362291,UPS,Pallets,Aachen,894.0,894.0,0.0,0.0,Retail,67555,Becker,1,0,1,1,165,kg,Non-automated,2018-01-24 00:00:01,2018-01-24 00:00:01,DE,2135.49,12.94,894.0,894.0,False,0.0,0,False,False,0.8154025289669409
VALUE_REL_ERR>0.10,15418493,DHL,Crates,Aachen,8500.0,8032.0,-20.0,20.0,Retail,3245,Voss KG,1,0,0,1,1511,kg,Non-automated,2019-02-14 00:00:01,2019-02-14 00:00:01,AU,11256.95,7.45,6800.0,10200.0,False,0.0,0,False,False,0.8118774900398406
